id,word,base_form,derivations,level_marker,curriculum_version,notes
4448,symphony,symphony,,,2015,
4449,symptom,symptom,,,2015,
4450,system,system,,,2015,
4452,table,table,,*,2015,
4453,tackle,tackle,,,2015,
4454,tag,tag,,,2015,
4455,tail,tail,,*,2015,
4456,take,take,,*,2015,
4457,tale,tale,,,2015,
4458,talent,talent,,,2015,
4459,talk,talk,,*,2015,
1825,tall,tall,"taller, tallest",,2015,
4460,tap,tap,,,2015,
4461,tape,tape,,*,2015,
4462,target,target,,,2015,
4463,task,task,,,2015,
4464,taste,taste,,*,2015,
4465,tattoo,tattoo,,,2015,
4466,tax,tax,,,2015,
4467,tea,tea,,,2015,
1827,teach,teach,"teaches, taught, teaching, teacher",,2015,
4468,tear,tear,,,2015,
4469,tease,tease,,**,2015,
4470,teen,teen,,*,2015,
4471,teenage,teenage,,,2015,
4472,telegraph,telegraph,,**,2015,
4473,telephone,telephone,,*,2015,
4474,tell,tell,,*,2015,
4475,temperature,temperature,,,2015,
4476,temple,temple,,,2015,
4477,temporary,temporary,,**,2015,
4478,tempt,tempt,,**,2015,
4479,tenant,tenant,,**,2015,
4480,tend,tend,,,2015,
4481,tender,tender,,,2015,
4482,tense,tense,,,2015,
4483,term,term,,,2015,
4484,terminal,terminal,,,2015,
4485,terminate,terminate,,**,2015,
4486,terrace,terrace,,**,2015,
4487,terrible,terrible,,,2015,
4488,terrific,terrific,,,2015,
4489,territory,territory,,,2015,
4490,test,test,,*,2015,
4491,testify,testify,,**,2015,
4492,text,text,,,2015,
4493,textbook,textbook,,*,2015,
4494,than,than,,*,2015,
4495,thank,thank,,*,2015,
4496,that,that,,*,2015,
4497,the,the,,*,2015,
4498,theme,theme,,,2015,
4499,then,then,,,2015,
4500,theory,theory,,,2015,
4501,therapy,therapy,,**,2015,
4502,there,there,,*,2015,
4503,therefore,therefore,,,2015,
1826,they,they,"their, them, theirs, themselves",,2015,
4504,thick,thick,,,2015,
4505,thief,thief,,,2015,
4506,thin,thin,,,2015,
4507,thing,thing,,*,2015,
4508,think,think,,*,2015,
4509,thirst,thirst,,*,2015,
4510,this,this,,*,2015,
4511,thorough,thorough,,,2015,
4512,though,though,,,2015,
4513,thousand,thousand,,,2015,
4514,thread,thread,,**,2015,
4515,threat,threat,,,2015,
4516,thrill,thrill,,,2015,
4517,throat,throat,,,2015,
4518,through,through,,,2015,
4519,throw,throw,,,2015,
4520,thumb,thumb,,,2015,
4521,thus,thus,,,2015,
4522,tick,tick,,**,2015,
4523,tide,tide,,,2015,
4524,tidy,tidy,,,2015,
4525,tie,tie,,,2015,
4526,tiger,tiger,,*,2015,
4527,tight,tight,,,2015,
4528,till,till,,,2015,
4529,timber,timber,,**,2015,
4530,time,time,,*,2015,
4531,tin,tin,,,2015,
4532,tiny,tiny,,,2015,
4533,tip,tip,,,2015,
4534,tissue,tissue,,,2015,
4535,title,title,,,2015,
4536,to,to,,*,2015,
4537,tobacco,tobacco,,,2015,
4538,today,today,,*,2015,
4539,toe,toe,,,2015,
4540,together,together,,*,2015,
4541,toilet,toilet,,,2015,
4542,tomorrow,tomorrow,,*,2015,
4543,tone,tone,,,2015,
4544,tongue,tongue,,,2015,
4545,tonight,tonight,,*,2015,
4546,too,too,,*,2015,
4547,tool,tool,,,2015,
4548,tooth,tooth,,*,2015,
4549,top,top,,*,2015,
4550,torture,torture,,**,2015,
4551,toss,toss,,,2015,
4552,total,total,,,2015,
4553,touch,touch,,*,2015,
4554,tough,tough,,,2015,
1828,tour,tour,tourist,,2015,
4555,tower,tower,,*,2015,
4556,town,town,,*,2015,
4557,toxic,toxic,,,2015,
4558,toy,toy,,*,2015,
4559,trace,trace,,,2015,
4560,trade,trade,,,2015,
4561,tradition,tradition,,,2015,
4562,traffic,traffic,,,2015,
4563,tragic,tragic,,,2015,
4564,trail,trail,,**,2015,
4565,train,train,,*,2015,
4566,transact,transact,,**,2015,
4567,transfer,transfer,,,2015,
4568,transform,transform,,,2015,
4569,transition,transition,,**,2015,
4570,translate,translate,,,2015,
4571,transmit,transmit,,**,2015,
4572,transport,transport,,,2015,
4573,trap,trap,,,2015,
4574,travel,travel,,*,2015,
4575,tray,tray,,,2015,
4576,treasure,treasure,,,2015,
4577,treat,treat,,,2015,
4578,treaty,treaty,,**,2015,
4579,tree,tree,,*,2015,
4580,tremendous,tremendous,,**,2015,
4581,trend,trend,,,2015,
4582,trial,trial,,,2015,
4583,triangle,triangle,,*,2015,
4584,tribe,tribe,,,2015,
4585,trick,trick,,,2015,
4586,trigger,trigger,,**,2015,
4587,trim,trim,,**,2015,
4588,trip,trip,,*,2015,
4589,triumph,triumph,,,2015,
4590,troop,troop,,,2015,
4591,trophy,trophy,,,2015,
4592,trouble,trouble,,,2015,
4593,trouser,trouser,,,2015,
4594,true,true,,*,2015,
4595,trunk,trunk,,,2015,
4596,trust,trust,,,2015,
4597,truth,truth,,,2015,
4598,try,try,,*,2015,
4599,tube,tube,,,2015,
4600,tune,tune,,,2015,
4601,tunnel,tunnel,,,2015,
4602,turn,turn,,*,2015,
4603,turnover,turnover,,**,2015,
4604,tutor,tutor,,,2015,
4605,twice,twice,,*,2015,
4606,twin,twin,,,2015,
4607,twist,twist,,,2015,
4608,type,type,,*,2015,
4609,typical,typical,,,2015,
4611,ugly,ugly,,*,2015,
4612,ultimate,ultimate,,,2015,
4613,umbrella,umbrella,,*,2015,
4614,uncle,uncle,,*,2015,
4615,under,under,,*,2015,
4616,undergo,undergo,,**,2015,
4617,underlie,underlie,,**,2015,
4618,undermine,undermine,,**,2015,
4619,understand,understand,,*,2015,
4620,undertake,undertake,,**,2015,
4621,uniform,uniform,,,2015,
4622,unify,unify,,,2015,
4623,union,union,,,2015,
4624,unique,unique,,,2015,
4625,unit,unit,,,2015,
4626,unite,unite,,,2015,
4627,universe,universe,,,2015,
4628,university,university,,,2015,
4629,unless,unless,,,2015,
4630,until,until,,,2015,
4631,up,up,,*,2015,
4632,update,update,,,2015,
4633,upon,upon,,,2015,
4634,upper,upper,,,2015,
4635,upset,upset,,,2015,
4636,urban,urban,,,2015,
4637,urge,urge,,,2015,
4638,urgent,urgent,,,2015,
4639,use,use,,*,2015,
4640,usual,usual,,,2015,
4641,utter,utter,,**,2015,
4643,vacation,vacation,,,2015,
4644,vacuum,vacuum,,,2015,
4645,vague,vague,,**,2015,
4646,valid,valid,,**,2015,
4647,valley,valley,,,2015,
4648,value,value,,,2015,
4649,van,van,,,2015,
4650,vanish,vanish,,**,2015,
4651,various,various,,,2015,
4652,vary,vary,,,2015,
4653,vast,vast,,,2015,
4654,vegetable,vegetable,,*,2015,
4655,vehicle,vehicle,,,2015,
4656,venture,venture,,,2015,
4657,verbal,verbal,,**,2015,
4658,verse,verse,,**,2015,
4659,version,version,,,2015,
4660,versus,versus,,,2015,
4661,vertical,vertical,,**,2015,
4662,very,very,,*,2015,
4663,vessel,vessel,,**,2015,
4664,veteran,veteran,,**,2015,
4665,veterinarian,veterinarian,,**,2015,
4666,via,via,,,2015,
4667,vice,vice,,**,2015,
4668,victim,victim,,,2015,
4669,victory,victory,,,2015,
4670,view,view,,,2015,
4671,vigorous,vigorous,,**,2015,
4672,village,village,,,2015,
4673,violent,violent,,,2015,
4674,virgin,virgin,,**,2015,
4675,virtual,virtual,,**,2015,
4676,virtue,virtue,,**,2015,
4677,visible,visible,,,2015,
4678,visit,visit,,*,2015,
4679,visual,visual,,,2015,
4680,vital,vital,,**,2015,
4681,vivid,vivid,,**,2015,
4682,vocabulary,vocabulary,,,2015,
4683,vocation,vocation,,**,2015,
4684,voice,voice,,*,2015,
4685,volume,volume,,,2015,
4686,voluntary,voluntary,,,2015,
4687,vote,vote,,,2015,
4688,voyage,voyage,,,2015,
4690,wage,wage,,,2015,
4691,wagon,wagon,,**,2015,
4692,wait,wait,,*,2015,
4693,wake,wake,,*,2015,
4694,walk,walk,,*,2015,
4695,wall,wall,,*,2015,
4696,wander,wander,,**,2015,
4697,want,want,,*,2015,
4698,war,war,,*,2015,
4699,warehouse,warehouse,,**,2015,
4700,warm,warm,,*,2015,
4701,warn,warn,,,2015,
4702,warrant,warrant,,**,2015,
4703,warrior,warrior,,**,2015,
4704,wash,wash,,*,2015,
4705,waste,waste,,,2015,
4706,watch,watch,,*,2015,
4707,water,water,,*,2015,
4708,watermelon,watermelon,,*,2015,
4709,wave,wave,,,2015,
4710,way,way,,*,2015,
4711,we,we,,*,2015,
4712,weak,weak,,,2015,
4713,wealth,wealth,,,2015,
4714,weapon,weapon,,,2015,
4715,wear,wear,,*,2015,
4716,weather,weather,,*,2015,
4717,weave,weave,,**,2015,
4718,wedding,wedding,,*,2015,
4719,weed,weed,,**,2015,
4720,week,week,,*,2015,
4721,weekend,weekend,,*,2015,
4722,weigh,weigh,,,2015,
4723,weight,weight,,*,2015,
4724,weird,weird,,,2015,
4725,welcome,welcome,,*,2015,
4726,welfare,welfare,,,2015,
4727,well,well,,*,2015,
4728,west,west,,*,2015,
4729,wet,wet,,*,2015,
4730,whale,whale,,,2015,
4731,what,what,,*,2015,
4732,wheat,wheat,,,2015,
4733,wheel,wheel,,,2015,
4734,when,when,,*,2015,
4735,where,where,,*,2015,
4736,whereas,whereas,,**,2015,
4737,whether,whether,,,2015,
4738,which,which,,,2015,
4739,while,while,,,2015,
4740,whip,whip,,**,2015,
4741,whisper,whisper,,,2015,
4742,whistle,whistle,,,2015,
4743,white,white,,*,2015,
4744,who,who,,*,2015,
4745,whole,whole,,,2015,
4746,why,why,,*,2015,
4747,wicked,wicked,,**,2015,
4748,wide,wide,,,2015,
4749,widespread,widespread,,,2015,
4750,widow,widow,,**,2015,
4751,wife,wife,,*,2015,
4752,wild,wild,,,2015,
4753,will,will,,*,2015,
4754,win,win,,*,2015,
4755,wind,wind,,*,2015,
4756,window,window,,*,2015,
4757,wing,wing,,,2015,
4758,wipe,wipe,,,2015,
4759,wire,wire,,,2015,
4760,wise,wise,,,2015,
4761,wish,wish,,*,2015,
4762,wit,wit,,,2015,
4763,with,with,,*,2015,
4764,withdraw,withdraw,,**,2015,
4765,within,within,,,2015,
4766,without,without,,,2015,
4767,witness,witness,,,2015,
4768,woman,woman,,*,2015,
4769,wonder,wonder,,,2015,
4770,wood,wood,,*,2015,
4771,wool,wool,,,2015,
4772,word,word,,*,2015,
4773,work,work,,*,2015,
4774,world,world,,*,2015,
4775,worry,worry,,*,2015,
4776,worship,worship,,,2015,
4777,worth,worth,,,2015,
4778,would,would,,,2015,
4779,wound,wound,,,2015,
4780,wrap,wrap,,,2015,
4781,wreck,wreck,,**,2015,
1819,write,write,"writes, wrote, written, writing",,2015,
4782,wrong,wrong,,*,2015,
4784,year,year,,*,2015,
4785,yell,yell,,,2015,
4786,yellow,yellow,,*,2015,
4787,yesterday,yesterday,,*,2015,
4788,yet,yet,,,2015,
4789,yield,yield,,**,2015,
4790,you,you,,*,2015,
4791,young,young,,*,2015,
4793,zebra,zebra,,*,2015,
4794,zone,zone,,,2015,
4795,zoo,zoo,,*,2015,
4796,A,A,,,2022,
4988,B,B,,,2022,
5162,C,C,,,2022,
5464,D,D,,,2022,
5631,E,E,,,2022,
5758,F,F,,,2022,
5908,G,G,,,2022,
5992,H,H,,,2022,
6083,I,I,,,2022,
6188,J,J,,,2022,
6209,K,K,,,2022,
6228,L,L,,,2022,
6320,M,M,,,2022,
6453,N,N,,,2022,
6513,O,O,,,2022,
6574,P,P,,,2022,
6796,Q,Q,,,2022,
6808,R,R,,,2022,
6958,S,S,,,2022,
7301,T,T,,,2022,
7474,U,U,,,2022,
7501,V,V,,,2022,
7550,W,W,,,2022,
7644,Y,Y,,,2022,
7653,Z,Z,,,2022,
4797,abandon,abandon,,,2022,
4798,aboard,aboard,,,2022,
4799,abort,abort,abortion,,2022,
4800,abound,abound,abundant,,2022,
4801,about,about,,*,2022,
4802,above,above,,*,2022,
4803,abroad,abroad,,,2022,
4804,absent,absent,,,2022,
4805,absolute,absolute,,**,2022,
4806,absorb,absorb,,,2022,
4807,abstract,abstract,,,2022,
4808,absurd,absurd,,,2022,
4809,abuse,abuse,,,2022,
4810,academy,academy,,,2022,
4811,accelerate,accelerate,,,2022,
4812,accent,accent,,**,2022,
4813,accept,accept,,**,2022,
4814,access,access,,**,2022,
4815,accident,accident,,**,2022,
4816,accommodate,accommodate,,,2022,
4817,accompany,accompany,,,2022,
4818,accomplish,accomplish,,,2022,
4819,accord,accord,,,2022,
4820,account,account,,**,2022,
4821,accumulate,accumulate,,,2022,
4822,accurate,accurate,,,2022,
4823,accuse,accuse,,**,2022,
4824,ache,ache,headache,,2022,
4825,achieve,achieve,,**,2022,
4826,acid,acid,,,2022,
4827,acknowledge,acknowledge,,,2022,
4828,acquire,acquire,,,2022,
4829,acquisition,acquisition,,,2022,
4830,across,across,,*,2022,
4831,adapt,adapt,,**,2022,
4832,add,add,,*,2022,
4833,addict,addict,,,2022,
4834,address,address,,*,2022,
4835,adequate,adequate,,,2022,
4836,adjust,adjust,,,2022,
4837,administer,administer,,,2022,
4838,admire,admire,,**,2022,
4839,adolescent,adolescent,,,2022,
4840,adopt,adopt,,**,2022,
4841,adult,adult,,*,2022,
4842,advance,advance,,**,2022,
4843,adventure,adventure,,**,2022,
4844,adverse,adverse,,,2022,
4845,advice,advice,,**,2022,
4846,advise,advise,,**,2022,
4847,advocate,advocate,,,2022,
4848,aesthetic,aesthetic,,,2022,
4849,affair,affair,,**,2022,
4850,afford,afford,,**,2022,
4851,afraid,afraid,,*,2022,
4852,after,after,,*,2022,
4853,afternoon,afternoon,,*,2022,
4854,again,again,,*,2022,
4855,against,against,,*,2022,
4856,age,age,,*,2022,
4857,agency,agency,,,2022,
4858,agenda,agenda,,,2022,
4859,agent,agent,,**,2022,
4860,aggress,aggress,aggressive,,2022,
4861,ago,ago,,*,2022,
4862,agriculture,agriculture,,,2022,
4863,ahead,ahead,,*,2022,
4864,aid,aid,,**,2022,
4865,aim,aim,,**,2022,
4866,air,air,,*,2022,
4867,airline,airline,,**,2022,
4868,airport,airport,,**,2022,
4869,alarm,alarm,,**,2022,
4870,album,album,,*,2022,
4871,alcohol,alcohol,,**,2022,
4872,alert,alert,,,2022,
4873,alien,alien,,,2022,
4874,alike,alike,,,2022,
4875,alive,alive,,**,2022,
4876,all,all,,*,2022,
4877,allocate,allocate,,,2022,
4878,allow,allow,,**,2022,
4879,ally,ally,,,2022,
4880,almost,almost,,*,2022,
4881,alone,alone,,*,2022,
4882,along,along,,*,2022,
4883,alongside,alongside,,,2022,
4884,aloud,aloud,,**,2022,
4885,already,already,,*,2022,
4886,alright,alright,,*,2022,
4887,also,also,,*,2022,
4888,alter,alter,,**,2022,
4889,alternate,alternate,alternative,,2022,
4890,although,although,,**,2022,
4891,altogether,altogether,,**,2022,
4892,always,always,,*,2022,
4893,amaze,amaze,,**,2022,
4894,ambassador,ambassador,,,2022,
4895,ambition,ambition,ambitious,,2022,
4896,ambulance,ambulance,,**,2022,
4897,among,among,,**,2022,
4898,amount,amount,,**,2022,
4899,amuse,amuse,,**,2022,
4900,analysis,analysis,,**,2022,
4901,anchor,anchor,,,2022,
4902,ancient,ancient,,,2022,
4903,and,and,,*,2022,
4904,angel,angel,,**,2022,
4905,anger,anger,,**,2022,
4906,angle,angle,,,2022,
4907,animal,animal,,*,2022,
4908,anniversary,anniversary,,,2022,
4909,announce,announce,,**,2022,
4910,annoy,annoy,,**,2022,
4911,annual,annual,,**,2022,
4912,another,another,,*,2022,
4913,answer,answer,,*,2022,
4914,ant,ant,,**,2022,
4915,anticipate,anticipate,,,2022,
4916,anxiety,anxiety,,,2022,
4917,anxious,anxious,,**,2022,
4918,any,any,,*,2022,
4919,apart,apart,,**,2022,
4920,apartment,apartment,,*,2022,
4921,apology,apology,,,2022,
4922,apparent,apparent,,,2022,
4923,appeal,appeal,,**,2022,
4924,apple,apple,,*,2022,
4925,appoint,appoint,,**,2022,
4926,appreciate,appreciate,,**,2022,
4927,approach,approach,,**,2022,
4928,appropriate,appropriate,,**,2022,
4929,approve,approve,,,2022,
4930,approximate,approximate,,,2022,
4931,architect,architect,architecture,,2022,
4932,area,area,,*,2022,
4933,argue,argue,,**,2022,
4934,arise,arise,,,2022,
4935,arm,arm,,*,2022,
4936,army,army,,**,2022,
4937,around,around,,*,2022,
4938,arrange,arrange,,**,2022,
4939,arrest,arrest,,**,2022,
4940,arrive,arrive,,*,2022,
4941,arrow,arrow,,,2022,
4942,art,art,,*,2022,
4943,article,article,,**,2022,
4944,artifice,artifice,artificial,,2022,
4945,as,as,,*,2022,
4946,aside,aside,,**,2022,
4947,ask,ask,,*,2022,
4948,asleep,asleep,,**,2022,
4949,aspect,aspect,,,2022,
4950,aspire,aspire,,,2022,
4951,assault,assault,,,2022,
4952,assemble,assemble,,,2022,
4953,assert,assert,,,2022,
4954,assess,assess,,**,2022,
4955,asset,asset,,,2022,
4956,associate,associate,,**,2022,
4957,assume,assume,,**,2022,
4958,assure,assure,,,2022,
4959,astonish,astonish,,,2022,
4960,at,at,,*,2022,
4961,athlete,athlete,,,2022,
4962,atmosphere,atmosphere,,**,2022,
4963,atom,atom,,,2022,
4964,attach,attach,,**,2022,
4965,attack,attack,,**,2022,
4966,attempt,attempt,,**,2022,
4967,attend,attend,,**,2022,
4968,attention,attention,,**,2022,
4969,attitude,attitude,,**,2022,
4970,attract,attract,,**,2022,
4971,attribute,attribute,,,2022,
4972,auction,auction,,,2022,
4973,audience,audience,,**,2022,
4974,aunt,aunt,,*,2022,
4975,authentic,authentic,,,2022,
4976,author,author,,,2022,
4977,automatic,automatic,,**,2022,
4978,autumn,autumn,,*,2022,
4979,avail,avail,available,,2022,
4980,average,average,,**,2022,
4981,avoid,avoid,,**,2022,
4982,await,await,,,2022,
4983,awake,awake,,**,2022,
4984,award,award,,**,2022,
4985,away,away,,*,2022,
4986,awe,awe,awful,,2022,
4987,awkward,awkward,,**,2022,
4989,baby,baby,,*,2022,
4990,back,back,,*,2022,
4991,background,background,,**,2022,
4992,bacon,bacon,,**,2022,
4993,bad,bad,,*,2022,
4994,badminton,badminton,,*,2022,
4995,bag,bag,,*,2022,
4996,bake,bake,,*,2022,
4997,balance,balance,,**,2022,
4998,ball,ball,,*,2022,
4999,balloon,balloon,,**,2022,
5000,ban,ban,,,2022,
5001,banana,banana,,*,2022,
5002,band,band,,**,2022,
5003,bang,bang,,**,2022,
5004,bank,bank,,*,2022,
5005,bankrupt,bankrupt,,,2022,
5006,bar,bar,,**,2022,
5007,bare,bare,,**,2022,
5008,bargain,bargain,,,2022,
5009,bark,bark,,**,2022,
5010,barrier,barrier,,,2022,
5011,base,base,,*,2022,
5012,baseball,baseball,,*,2022,
5013,basis,basis,,**,2022,
5014,basket,basket,,*,2022,
5015,basketball,basketball,,*,2022,
5016,bat,bat,,*,2022,
5017,bath,bath,,*,2022,
5018,battery,battery,,**,2022,
5019,battle,battle,,**,2022,
5020,bay,bay,,**,2022,
5021,be,be,,*,2022,
5022,beach,beach,,*,2022,
5023,beam,beam,,,2022,
5024,bean,bean,,**,2022,
5025,bear,bear,,*,2022,
5026,beard,beard,,,2022,
5027,beast,beast,,,2022,
5028,beat,beat,,**,2022,
5029,beauty,beauty,,*,2022,
5030,because,because,,*,2022,
5031,become,become,,*,2022,
5032,bed,bed,,*,2022,
5033,bee,bee,,*,2022,
5034,beef,beef,,*,2022,
5035,beer,beer,,**,2022,
5036,before,before,,*,2022,
5037,beg,beg,,**,2022,
5038,begin,begin,,*,2022,
5039,behalf,behalf,,,2022,
5040,behind,behind,,*,2022,
5041,belief,belief,,**,2022,
5042,believe,believe,,*,2022,
5043,bell,bell,,*,2022,
5044,belong,belong,,**,2022,
5045,below,below,,*,2022,
5046,belt,belt,,*,2022,
5047,bench,bench,,**,2022,
5048,bend,bend,,**,2022,
5049,beneath,beneath,,**,2022,
5050,benefit,benefit,,**,2022,
5051,beside,beside,,*,2022,
5052,bet,bet,,**,2022,
5053,betray,betray,,,2022,
5054,between,between,,*,2022,
5055,beyond,beyond,,**,2022,
5056,bias,bias,,,2022,
5057,big,big,,*,2022,
5058,bike,bike,,*,2022,
5059,bill,bill,,*,2022,
5060,billion,billion,,**,2022,
5061,bin,bin,,**,2022,
5062,bind,bind,,**,2022,
5063,biography,biography,,,2022,
5064,biology,biology,,,2022,
5065,bird,bird,,*,2022,
5066,birth,birth,,*,2022,
5067,biscuit,biscuit,,*,2022,
5068,bit,bit,,**,2022,
5069,bite,bite,,**,2022,
5070,bitter,bitter,,**,2022,
5071,black,black,,*,2022,
5072,blame,blame,,**,2022,
5073,blank,blank,,**,2022,
5074,blanket,blanket,,**,2022,
5075,blast,blast,,,2022,
5076,blend,blend,,,2022,
5077,bless,bless,,**,2022,
5078,blind,blind,,**,2022,
5079,blink,blink,,,2022,
5080,block,block,,**,2022,
5081,blonde,blonde,,**,2022,
5082,blood,blood,,*,2022,
5083,bloom,bloom,,**,2022,
5084,blossom,blossom,,,2022,
5085,blow,blow,,**,2022,
5086,blue,blue,,*,2022,
5087,board,board,,*,2022,
5088,boat,boat,,*,2022,
5089,boil,boil,,**,2022,
5090,bold,bold,,,2022,
5091,bomb,bomb,,**,2022,
5092,bond,bond,,**,2022,
5093,bone,bone,,*,2022,
5094,book,book,,*,2022,
5095,boom,boom,,**,2022,
5096,boost,boost,,,2022,
5097,boot,boot,,**,2022,
5098,border,border,,,2022,
5099,bore,bore,,**,2022,
5100,borrow,borrow,,*,2022,
5101,boss,boss,,**,2022,
5102,both,both,,*,2022,
5103,bother,bother,,**,2022,
5104,bottle,bottle,,*,2022,
5105,bottom,bottom,,*,2022,
5106,bounce,bounce,,**,2022,
5107,boundary,boundary,,,2022,
5108,bow,bow,,**,2022,
5109,bowl,bowl,,**,2022,
5110,box,box,,*,2022,
5111,boy,boy,,*,2022,
5112,brain,brain,,**,2022,
5113,brake,brake,,**,2022,
5114,branch,branch,,**,2022,
5115,brand,brand,,**,2022,
5116,brave,brave,,*,2022,
5117,bread,bread,,*,2022,
5118,break,break,,*,2022,
5119,breakfast,breakfast,,*,2022,
5120,breast,breast,,**,2022,
5121,breath,breath,,**,2022,
5122,breathe,breathe,,**,2022,
5123,breed,breed,,,2022,
5124,breeze,breeze,,,2022,
5125,brick,brick,,**,2022,
5126,bridge,bridge,,*,2022,
5127,brief,brief,,**,2022,
5128,bright,bright,,*,2022,
5129,brilliant,brilliant,,**,2022,
5130,bring,bring,,*,2022,
5131,broad,broad,,**,2022,
5132,broadcast,broadcast,,,2022,
5133,brother,brother,,*,2022,
5134,brown,brown,,*,2022,
5135,brush,brush,,*,2022,
5136,brute,brute,brutal,,2022,
5137,bubble,bubble,,**,2022,
5138,budget,budget,,**,2022,
5139,bug,bug,,**,2022,
5140,build,build,,*,2022,
5141,bulk,bulk,,,2022,
5142,bull,bull,,,2022,
5143,bully,bully,,,2022,
5144,bump,bump,,**,2022,
5145,bunch,bunch,,**,2022,
5146,bundle,bundle,,,2022,
5147,burden,burden,,,2022,
5148,burn,burn,,*,2022,
5149,burst,burst,,**,2022,
5150,bury,bury,,**,2022,
5151,bus,bus,,*,2022,
5152,bush,bush,,**,2022,
5153,business,business,,*,2022,
5154,busy,busy,,*,2022,
5155,but,but,,*,2022,
5156,butcher,butcher,,,2022,
5157,butter,butter,,*,2022,
5158,button,button,,*,2022,
5159,buy,buy,,*,2022,
5160,buzz,buzz,,,2022,
5161,by,by,,*,2022,
5163,cable,cable,,**,2022,
5164,cage,cage,,**,2022,
5165,cake,cake,,*,2022,
5166,calendar,calendar,,**,2022,
5167,call,call,,*,2022,
5168,calm,calm,,**,2022,
5169,camera,camera,,*,2022,
5170,camp,camp,,*,2022,
5171,campaign,campaign,,*,2022,
5172,can,can,,*,2022,
5173,cancel,cancel,,,2022,
5174,cancer,cancer,,,2022,
5175,candidate,candidate,,,2022,
5176,candy,candy,,*,2022,
5177,canvas,canvas,,,2022,
5178,cap,cap,,*,2022,
5179,capable,capable,,**,2022,
5180,cape,cape,,**,2022,
5181,capital,capital,,**,2022,
5182,captain,captain,,**,2022,
5183,capture,capture,,,2022,
5184,car,car,,*,2022,
5185,card,card,,*,2022,
5186,care,care,,*,2022,
5187,career,career,,**,2022,
5188,carpet,carpet,,**,2022,
5189,carrot,carrot,,*,2022,
5190,carry,carry,,*,2022,
5191,cart,cart,,**,2022,
5192,carve,carve,,,2022,
5193,cash,cash,,*,2022,
5194,cast,cast,,**,2022,
5195,castle,castle,,**,2022,
5196,cat,cat,,*,2022,
5197,catch,catch,,*,2022,
5198,category,category,,**,2022,
5199,cater,cater,,,2022,
5200,cattle,cattle,,,2022,
5201,caution,caution,,,2022,
5202,cave,cave,,,2022,
5203,cease,cease,,,2022,
5204,ceiling,ceiling,,**,2022,
5205,celebrate,celebrate,,,2022,
5206,celebrity,celebrity,,,2022,
5207,cell,cell,,**,2022,
5208,censor,censor,,,2022,
5209,center,center,,*,2022,
5210,century,century,,**,2022,
5211,certain,certain,,*,2022,
5212,certificate,certificate,,,2022,
5213,chain,chain,,**,2022,
5214,chair,chair,,*,2022,
5215,chairman,chairman,,**,2022,
5216,challenge,challenge,,**,2022,
5217,chamber,chamber,,,2022,
5218,champion,champion,,**,2022,
5219,chance,chance,,*,2022,
5220,change,change,,*,2022,
5221,channel,channel,,**,2022,
5222,chaos,chaos,,,2022,
5223,character,character,,**,2022,
5224,characteristic,characteristic,,**,2022,
5225,charity,charity,,,2022,
5226,charm,charm,,**,2022,
5227,chart,chart,,**,2022,
5228,chase,chase,,**,2022,
5229,chat,chat,,**,2022,
5230,cheap,cheap,,*,2022,
5231,cheek,cheek,,**,2022,
5232,cheer,cheer,,**,2022,
5233,cheese,cheese,,*,2022,
5234,chef,chef,,,2022,
5235,chemical,chemical,,,2022,
5236,chest,chest,,**,2022,
5237,chew,chew,,**,2022,
5238,chicken,chicken,,*,2022,
5239,chief,chief,,**,2022,
5240,child,child,,*,2022,
5241,chill,chill,,,2022,
5242,chin,chin,,,2022,
5243,chip,chip,,**,2022,
5244,chocolate,chocolate,,*,2022,
5245,choice,choice,,**,2022,
5246,choir,choir,,,2022,
5247,choose,choose,,*,2022,
5248,chop,chop,,**,2022,
5249,chorus,chorus,,,2022,
5250,chronic,chronic,,,2022,
5251,church,church,,*,2022,
5252,cigarette,cigarette,,**,2022,
5253,cinema,cinema,,**,2022,
5254,circle,circle,,*,2022,
5255,circulate,circulate,,,2022,
5256,circumstance,circumstance,,**,2022,
5257,cite,cite,,,2022,
5258,citizen,citizen,,**,2022,
5259,city,city,,*,2022,
5260,civil,civil,,**,2022,
5261,claim,claim,,**,2022,
5262,clap,clap,,,2022,
5263,clash,clash,,,2022,
5264,clause,clause,,,2022,
5265,clay,clay,,,2022,
5266,clean,clean,,*,2022,
5267,clerk,clerk,,**,2022,
5268,clever,clever,,*,2022,
5269,click,click,,**,2022,
5270,client,client,,**,2022,
5271,cliff,cliff,,**,2022,
5272,climate,climate,,**,2022,
5273,climb,climb,,*,2022,
5274,cling,cling,,,2022,
5275,clinic,clinic,,,2022,
5276,clip,clip,,**,2022,
5277,clock,clock,,*,2022,
5278,clothes,clothes,,*,2022,
5279,cloud,cloud,,*,2022,
5280,club,club,,*,2022,
5281,clue,clue,,**,2022,
5282,cluster,cluster,,,2022,
5283,coach,coach,,**,2022,
5284,coal,coal,,**,2022,
5285,coast,coast,,**,2022,
5286,coat,coat,,*,2022,
5287,code,code,,**,2022,
5288,coffee,coffee,,*,2022,
5289,coin,coin,,**,2022,
5290,coincide,coincide,,,2022,
5291,cold,cold,,*,2022,
5292,collaborate,collaborate,,,2022,
5293,collapse,collapse,,,2022,
5294,collar,collar,,,2022,
5295,colleague,colleague,,,2022,
5296,collect,collect,,*,2022,
