id,word,base_form,derivations,level_marker,curriculum_version,notes
2679,disrupt,disrupt,,**,2015,
2680,distant,distant,,,2015,
2681,distort,distort,,**,2015,
2682,distract,distract,,,2015,
2683,distribute,distribute,,,2015,
2684,district,district,,,2015,
2685,disturb,disturb,,,2015,
2686,dive,dive,,,2015,
2687,diverse,diverse,,,2015,
2688,divide,divide,,*,2015,
2689,divine,divine,,**,2015,
2690,divorce,divorce,,,2015,
2691,do,do,,*,2015,
2692,doctor,doctor,,*,2015,
2693,document,document,,,2015,
2694,dog,dog,,*,2015,
2695,doll,doll,,*,2015,
2696,dolphin,dolphin,,*,2015,
2697,domain,domain,,,2015,
2698,domestic,domestic,,,2015,
2699,dominant,dominant,,**,2015,
2700,donate,donate,,,2015,
2701,door,door,,*,2015,
2702,dose,dose,,**,2015,
2703,dot,dot,,,2015,
2704,double,double,,*,2015,
2705,doubt,doubt,,,2015,
2706,down,down,,*,2015,
2707,dozen,dozen,,,2015,
2708,draft,draft,,**,2015,
2709,drag,drag,,,2015,
2710,drain,drain,,**,2015,
2711,draw,draw,,*,2015,
2712,drawer,drawer,,,2015,
2713,dread,dread,,**,2015,
2714,dream,dream,,*,2015,
2715,drink,drink,,*,2015,
2716,drive,drive,,*,2015,
2717,drop,drop,,*,2015,
2718,drown,drown,,,2015,
2719,drug,drug,,,2015,
2720,dry,dry,,*,2015,
2721,dual,dual,,**,2015,
2722,duck,duck,,*,2015,
2723,due,due,,,2015,
2724,dull,dull,,,2015,
2725,dump,dump,,,2015,
2726,during,during,,*,2015,
2727,dust,dust,,,2015,
2728,duty,duty,,,2015,
2729,dwell,dwell,,,2015,
2730,dynamic,dynamic,,,2015,
2732,each,each,,,2015,
2733,eager,eager,,,2015,
2734,ear,ear,,*,2015,
2735,early,early,,*,2015,
2736,earn,earn,,,2015,
2737,earth,earth,,*,2015,
2738,ease,ease,,,2015,
2739,east,east,,*,2015,
2740,easy,easy,,*,2015,
2741,eat,eat,,*,2015,
2742,economy,economy,,,2015,
2743,edge,edge,,,2015,
2744,edit,edit,,,2015,
2745,educate,educate,,,2015,
2746,effect,effect,,,2015,
2747,effective,effective,,,2015,
2748,efficient,efficient,,,2015,
2749,effort,effort,,,2015,
2750,egg,egg,,*,2015,
2751,either,either,,,2015,
2752,elaborate,elaborate,,**,2015,
2753,elect,elect,,,2015,
2754,electric,electric,,,2015,
2755,electronic,electronic,,,2015,
2756,elegant,elegant,,,2015,
2757,element,element,,,2015,
2758,elementary,elementary,,*,2015,
2759,elephant,elephant,,*,2015,
2760,eliminate,eliminate,,,2015,
2761,else,else,,,2015,
2762,embarrass,embarrass,,,2015,
2763,embassy,embassy,,,2015,
2764,embrace,embrace,,**,2015,
2765,emerge,emerge,,,2015,
2766,emergency,emergency,,,2015,
2767,emit,emit,,**,2015,
2768,emotion,emotion,,,2015,
2769,emphasis,emphasis,,,2015,
2770,empire,empire,,,2015,
2771,employ,employ,,,2015,
2772,empty,empty,,,2015,
2773,enclose,enclose,,,2015,
2774,encounter,encounter,,,2015,
2775,encourage,encourage,,,2015,
2776,end,end,,*,2015,
2777,endure,endure,,,2015,
2778,enemy,enemy,,,2015,
2779,enforce,enforce,,**,2015,
2780,engage,engage,,,2015,
2781,engine,engine,,*,2015,
2782,engineer,engineer,,*,2015,
2783,enhance,enhance,,,2015,
2784,enjoy,enjoy,,*,2015,
2785,enormous,enormous,,,2015,
2786,enough,enough,,*,2015,
2787,ensure,ensure,,,2015,
2788,enter,enter,,*,2015,
2789,enterprise,enterprise,,,2015,
2790,entertain,entertain,,,2015,
2791,enthusiastic,enthusiastic,,,2015,
2792,entire,entire,,,2015,
2793,entitle,entitle,,**,2015,
2794,entry,entry,,,2015,
2795,envelope,envelope,,,2015,
2796,environment,environment,,,2015,
2797,envy,envy,,,2015,
2798,episode,episode,,,2015,
2799,equal,equal,,,2015,
2800,equate,equate,,**,2015,
2801,equipment,equipment,,,2015,
2802,era,era,,,2015,
2803,eraser,eraser,,*,2015,
2804,erect,erect,,**,2015,
2805,error,error,,*,2015,
2806,escape,escape,,,2015,
2807,escort,escort,,,2015,
2808,especially,especially,,,2015,
2809,essential,essential,,,2015,
2810,establish,establish,,,2015,
2811,estate,estate,,**,2015,
2812,estimate,estimate,,,2015,
2813,ethical,ethical,,**,2015,
2814,ethnic,ethnic,,**,2015,
2815,evacuate,evacuate,,**,2015,
2816,evaluate,evaluate,,,2015,
2817,eve,eve,,,2015,
2818,even,even,,,2015,
2819,evening,evening,,*,2015,
2820,eventually,eventually,,,2015,
2821,ever,ever,,,2015,
2822,every,every,,*,2015,
2823,evident,evident,,,2015,
2824,evil,evil,,,2015,
2825,evolution,evolution,,,2015,
2826,evolve,evolve,,,2015,
2827,exact,exact,,,2015,
2828,exaggerate,exaggerate,,,2015,
2829,examine,examine,,,2015,
2830,example,example,,*,2015,
2831,exceed,exceed,,,2015,
2832,excellent,excellent,,,2015,
2833,except,except,,,2015,
2834,excess,excess,,,2015,
2835,exchange,exchange,,,2015,
2836,excite,excite,,,2015,
2837,exclude,exclude,,,2015,
2838,exclusive,exclusive,,**,2015,
2839,excuse,excuse,,,2015,
2840,executive,executive,,**,2015,
2841,exercise,exercise,,*,2015,
2842,exhaust,exhaust,,,2015,
2843,exhibit,exhibit,,,2015,
2844,exist,exist,,,2015,
2845,exit,exit,,*,2015,
2846,exotic,exotic,,,2015,
2847,expand,expand,,,2015,
2848,expect,expect,,,2015,
2849,expense,expense,,,2015,
2850,expensive,expensive,,,2015,
2851,experience,experience,,,2015,
2852,experiment,experiment,,,2015,
2853,expert,expert,,,2015,
2854,expertise,expertise,,**,2015,
2855,explain,explain,,,2015,
2856,explicit,explicit,,**,2015,
2857,explode,explode,,,2015,
2858,explore,explore,,,2015,
2859,export,export,,,2015,
2860,expose,expose,,,2015,
2861,express,express,,,2015,
2862,extend,extend,,,2015,
2863,extent,extent,,,2015,
2864,external,external,,,2015,
2865,extinct,extinct,,,2015,
2866,extra,extra,,,2015,
2867,extract,extract,,**,2015,
2868,extraordinary,extraordinary,,**,2015,
2869,extreme,extreme,,,2015,
2870,eye,eye,,*,2015,
2871,eyebrow,eyebrow,,,2015,
2873,fabric,fabric,,,2015,
2874,face,face,,*,2015,
2875,facilitate,facilitate,,**,2015,
2876,facility,facility,,,2015,
2877,fact,fact,,*,2015,
2878,factor,factor,,,2015,
2879,factory,factory,,*,2015,
2880,faculty,faculty,,**,2015,
2881,fade,fade,,,2015,
2882,fail,fail,,*,2015,
2883,faint,faint,,,2015,
2884,fair,fair,,,2015,
2885,faith,faith,,,2015,
2886,fall,fall,,*,2015,
2887,false,false,,,2015,
2888,fame,fame,,,2015,
2889,familiar,familiar,,,2015,
2890,family,family,,*,2015,
2891,famous,famous,,*,2015,
2892,fan,fan,,*,2015,
2893,fancy,fancy,,,2015,
2894,fantastic,fantastic,,*,2015,
2895,far,far,,*,2015,
2896,fare,fare,,,2015,
2897,farm,farm,,*,2015,
2898,fascinate,fascinate,,,2015,
2899,fast,fast,,*,2015,
2900,fasten,fasten,,,2015,
2901,fat,fat,,*,2015,
2902,fatal,fatal,,**,2015,
2903,fate,fate,,,2015,
2904,father,father,,*,2015,
2905,fault,fault,,,2015,
2906,fear,fear,,,2015,
2907,feature,feature,,,2015,
2908,federal,federal,,**,2015,
2909,fee,fee,,,2015,
2910,feed,feed,,,2015,
2911,feel,feel,,*,2015,
2912,fellow,fellow,,,2015,
2913,female,female,,,2015,
2914,ferry,ferry,,,2015,
2915,fertile,fertile,,**,2015,
2916,fever,fever,,*,2015,
2917,few,few,,,2015,
2918,field,field,,*,2015,
2919,fierce,fierce,,,2015,
2920,fight,fight,,*,2015,
2921,figure,figure,,,2015,
2922,file,file,,*,2015,
2923,fill,fill,,*,2015,
2924,filter,filter,,,2015,
2925,final,final,,,2015,
2926,finance,finance,,,2015,
2927,find,find,,*,2015,
2928,fine,fine,,*,2015,
2929,finger,finger,,*,2015,
2930,finish,finish,,*,2015,
2931,finite,finite,,,2015,
2932,fire,fire,,*,2015,
2933,firm,firm,,,2015,
2934,fish,fish,,*,2015,
2935,fist,fist,,,2015,
2936,fit,fit,,,2015,
2937,fix,fix,,*,2015,
2938,flag,flag,,*,2015,
2939,flame,flame,,,2015,
2940,flash,flash,,,2015,
1835,flat,flat,,,2015,"pos=adj, n"
2941,flaw,flaw,,,2015,
2942,flee,flee,,**,2015,
2943,flesh,flesh,,,2015,
2944,flexible,flexible,,,2015,
2945,flight,flight,,,2015,
2946,flip,flip,,**,2015,
2947,float,float,,,2015,
2948,flock,flock,,,2015,
2949,flood,flood,,,2015,
2950,floor,floor,,*,2015,
2951,flourish,flourish,,,2015,
2952,flow,flow,,,2015,
2953,flower,flower,,*,2015,
2954,fluid,fluid,,**,2015,
2955,flush,flush,,**,2015,
2956,fly,fly,,*,2015,
2957,focus,focus,,*,2015,
2958,fog,fog,,*,2015,
2959,fold,fold,,,2015,
2960,folk,folk,,,2015,
2961,follow,follow,,,2015,
2962,fond,fond,,**,2015,
2963,food,food,,*,2015,
2964,fool,fool,,*,2015,
1823,foot,foot,feet,,2015,
2965,football,football,,*,2015,
2966,for,for,,*,2015,
2967,forbid,forbid,,,2015,
2968,force,force,,,2015,
2969,forecast,forecast,,,2015,
2970,forehead,forehead,,,2015,
2971,foreign,foreign,,,2015,
2972,forest,forest,,*,2015,
2973,forever,forever,,*,2015,
2974,forget,forget,,*,2015,
2975,forgive,forgive,,,2015,
2976,form,form,,*,2015,
2977,formal,formal,,,2015,
2978,format,format,,,2015,
2979,formation,formation,,,2015,
2980,former,former,,,2015,
2981,formula,formula,,**,2015,
2982,forth,forth,,,2015,
2983,fortunate,fortunate,,,2015,
2984,fortune,fortune,,,2015,
2985,forum,forum,,,2015,
2986,forward,forward,,,2015,
2987,foster,foster,,**,2015,
2988,foundation,foundation,,,2015,
2989,fountain,fountain,,,2015,
2990,fox,fox,,*,2015,
2991,fraction,fraction,,**,2015,
2992,frame,frame,,,2015,
2993,framework,framework,,,2015,
2994,frankly,frankly,,,2015,
2995,free,free,,*,2015,
2996,freeze,freeze,,,2015,
2997,frequent,frequent,,,2015,
2998,fresh,fresh,,*,2015,
2999,friend,friend,,*,2015,
3000,fright,fright,,,2015,
3001,frog,frog,,*,2015,
3002,from,from,,*,2015,
3003,front,front,,*,2015,
3004,frost,frost,,**,2015,
3005,frown,frown,,,2015,
3006,fruit,fruit,,*,2015,
3007,frustrate,frustrate,,,2015,
3008,fry,fry,,*,2015,
3009,fuel,fuel,,,2015,
3010,fulfil,fulfil,,,2015,
3011,full,full,,*,2015,
3012,fun,fun,,*,2015,
3013,function,function,,,2015,
3014,fund,fund,,,2015,
3015,fundamental,fundamental,,,2015,
3016,funeral,funeral,,,2015,
3017,fur,fur,,,2015,
3018,furious,furious,,**,2015,
3019,furnish,furnish,,**,2015,
3020,furniture,furniture,,,2015,
3021,furthermore,furthermore,,,2015,
3022,fuse,fuse,,**,2015,
3023,future,future,,*,2015,
3025,gain,gain,,,2015,
3026,gamble,gamble,,,2015,
3027,gang,gang,,,2015,
3028,gap,gap,,,2015,
3029,garage,garage,,,2015,
3030,garden,garden,,*,2015,
3031,gate,gate,,*,2015,
3032,gather,gather,,,2015,
3033,gaze,gaze,,**,2015,
3034,gear,gear,,,2015,
3035,gender,gender,,,2015,
3036,gene,gene,,,2015,
3037,general,general,,,2015,
3038,generate,generate,,**,2015,
3039,generation,generation,,,2015,
3040,generous,generous,,,2015,
3041,genius,genius,,,2015,
3042,genre,genre,,,2015,
3043,gentle,gentle,,,2015,
3044,gentleman,gentleman,,*,2015,
3045,genuine,genuine,,,2015,
3046,geography,geography,,,2015,
3047,geology,geology,,,2015,
3048,gesture,gesture,,*,2015,
3049,get,get,,*,2015,
3050,ghost,ghost,,*,2015,
3051,giant,giant,,*,2015,
3052,gift,gift,,*,2015,
3053,giraffe,giraffe,,*,2015,
3054,girl,girl,,*,2015,
3055,give,give,,*,2015,
3056,glad,glad,,*,2015,
3057,glance,glance,,,2015,
3058,glare,glare,,**,2015,
3059,glass,glass,,*,2015,
3060,glimpse,glimpse,,**,2015,
3061,global,global,,,2015,
3062,glory,glory,,,2015,
3063,glove,glove,,*,2015,
3064,glow,glow,,,2015,
3065,glue,glue,,*,2015,
3066,go,go,,*,2015,
3067,goal,goal,,*,2015,
3068,goat,goat,,,2015,
3069,god,god,,*,2015,
3070,gold,gold,,*,2015,
3071,good,good,,*,2015,
3072,goodbye,goodbye,,*,2015,
3073,goods,goods,,,2015,
3074,gorgeous,gorgeous,,,2015,
3075,govern,govern,,,2015,
3076,grab,grab,,,2015,
3077,grace,grace,,,2015,
3078,grade,grade,,,2015,
3079,gradual,gradual,,,2015,
3080,graduate,graduate,,,2015,
3081,grain,grain,,,2015,
3082,grand,grand,,,2015,
3083,grandfather,grandfather,,*,2015,
3084,grant,grant,,,2015,
3085,grape,grape,,*,2015,
3086,graphic,graphic,,,2015,
3087,grasp,grasp,,**,2015,
3088,grass,grass,,*,2015,
3089,grateful,grateful,,,2015,
3090,grave,grave,,,2015,
3091,great,great,,*,2015,
3092,greed,greed,,,2015,
3093,green,green,,*,2015,
3094,greet,greet,,,2015,
3095,grief,grief,,,2015,
3096,grip,grip,,,2015,
3097,grocery,grocery,,,2015,
3098,gross,gross,,**,2015,
3099,ground,ground,,*,2015,
3100,group,group,,*,2015,
3101,grow,grow,,*,2015,
3102,guarantee,guarantee,,,2015,
3103,guardian,guardian,,**,2015,
3104,guess,guess,,*,2015,
3105,guest,guest,,,2015,
3106,guide,guide,,*,2015,
3107,guideline,guideline,,,2015,
3108,guilty,guilty,,,2015,
3109,gulf,gulf,,**,2015,
3110,gun,gun,,,2015,
3111,guy,guy,,*,2015,
3113,habit,habit,,*,2015,
3114,habitat,habitat,,**,2015,
3115,hair,hair,,*,2015,
3116,half,half,,,2015,
3117,hall,hall,,,2015,
3118,halt,halt,,**,2015,
3119,hammer,hammer,,,2015,
3120,hand,hand,,*,2015,
3121,handicap,handicap,,,2015,
3122,handle,handle,,,2015,
3123,handsome,handsome,,*,2015,
3124,hang,hang,,*,2015,
3125,happen,happen,,,2015,
1830,happy,happy,"happily, happiness, unhappy",,2015,
3126,hard,hard,,*,2015,
3127,hardly,hardly,,,2015,
3128,harm,harm,,,2015,
3129,harsh,harsh,,,2015,
3130,harvest,harvest,,,2015,
3131,haste,haste,,,2015,
3132,hat,hat,,*,2015,
3133,hate,hate,,*,2015,
3134,haunt,haunt,,**,2015,
1821,have,have,"has, had, having",,2015,
3135,hazard,hazard,,,2015,
3136,he,he,,*,2015,
1836,head,head,,,2015,"pos=n, v"
3137,headache,headache,,*,2015,
3138,headquarters,headquarters,,**,2015,
3139,heal,heal,,,2015,
3140,health,health,,,2015,
3141,hear,hear,,,2015,
3142,heart,heart,,*,2015,
3143,heat,heat,,*,2015,
3144,heaven,heaven,,*,2015,
3145,heavy,heavy,,*,2015,
3146,heel,heel,,,2015,
3147,height,height,,,2015,
3148,heir,heir,,**,2015,
3149,helicopter,helicopter,,*,2015,
3150,hell,hell,,,2015,
3151,help,help,,*,2015,
3152,hence,hence,,**,2015,
3153,here,here,,*,2015,
3154,heritage,heritage,,**,2015,
3155,hero,hero,,*,2015,
3156,hesitate,hesitate,,,2015,
3157,hide,hide,,,2015,
3158,high,high,,*,2015,
3159,highway,highway,,,2015,
3160,hill,hill,,*,2015,
3161,hip,hip,,,2015,
3162,hire,hire,,,2015,
3163,history,history,,*,2015,
3164,hit,hit,,*,2015,
3165,hobby,hobby,,*,2015,
3166,hold,hold,,*,2015,
3167,hole,hole,,,2015,
3168,holiday,holiday,,*,2015,
3169,holy,holy,,,2015,
3170,home,home,,*,2015,
3171,homework,homework,,*,2015,
3172,honest,honest,,*,2015,
3173,honey,honey,,*,2015,
3174,hook,hook,,**,2015,
3175,hope,hope,,*,2015,
3176,horizon,horizon,,,2015,
3177,horn,horn,,**,2015,
3178,horror,horror,,,2015,
3179,horse,horse,,*,2015,
3180,hospital,hospital,,*,2015,
3181,host,host,,,2015,
3182,hostage,hostage,,**,2015,
3183,hostile,hostile,,**,2015,
3184,hot,hot,,*,2015,
3185,hour,hour,,*,2015,
3186,house,house,,*,2015,
3187,household,household,,,2015,
3188,how,how,,*,2015,
3189,however,however,,*,2015,
3190,hug,hug,,,2015,
3191,huge,huge,,,2015,
3192,human,human,,*,2015,
3193,hundred,hundred,,*,2015,
3194,hungry,hungry,,*,2015,
3195,hunt,hunt,,*,2015,
3196,hurry,hurry,,*,2015,
3197,hurt,hurt,,,2015,
3198,husband,husband,,*,2015,
3199,hut,hut,,,2015,
3200,hypothesis,hypothesis,,**,2015,
3202,ice,ice,,*,2015,
3203,idea,idea,,*,2015,
3204,ideal,ideal,,,2015,
3205,identical,identical,,,2015,
3206,identify,identify,,,2015,
3207,ideology,ideology,,**,2015,
3208,if,if,,*,2015,
3209,ignore,ignore,,,2015,
3210,ill,ill,,,2015,
3211,illusion,illusion,,**,2015,
3212,illustrate,illustrate,,,2015,
3213,imagine,imagine,,,2015,
3214,imitate,imitate,,,2015,
3215,immediate,immediate,,,2015,
3216,immense,immense,,**,2015,
3217,immigrate,immigrate,,**,2015,
3218,immune,immune,,,2015,
3219,impact,impact,,,2015,
3220,imperial,imperial,,,2015,
3221,implement,implement,,**,2015,
3222,imply,imply,,**,2015,
3223,import,import,,,2015,
3224,important,important,,*,2015,
3225,impose,impose,,**,2015,
3226,impress,impress,,,2015,
3227,improve,improve,,,2015,
3228,in,in,,*,2015,
3229,incentive,incentive,,,2015,
3230,incident,incident,,,2015,
3231,incline,incline,,**,2015,
3232,include,include,,,2015,
3233,income,income,,,2015,
3234,incorporate,incorporate,,**,2015,
3235,increase,increase,,,2015,
3236,incredible,incredible,,,2015,
3237,indeed,indeed,,,2015,
3238,independent,independent,,,2015,
3239,index,index,,**,2015,
3240,indicate,indicate,,,2015,
3241,individual,individual,,,2015,
3242,induce,induce,,**,2015,
3243,industry,industry,,,2015,
3244,inevitable,inevitable,,**,2015,
3245,infant,infant,,,2015,
3246,infect,infect,,**,2015,
3247,infer,infer,,**,2015,
3248,inflate,inflate,,**,2015,
3249,influence,influence,,,2015,
3250,inform,inform,,,2015,
3251,informal,informal,,,2015,
3252,ingredient,ingredient,,,2015,
3253,inhabit,inhabit,,,2015,
3254,inherent,inherent,,**,2015,
3255,inhibit,inhibit,,**,2015,
3256,initial,initial,,,2015,
3257,initiate,initiate,,,2015,
3258,inject,inject,,,2015,
3259,injure,injure,,,2015,
3260,inn,inn,,,2015,
3261,innocent,innocent,,,2015,
3262,innovate,innovate,,,2015,
3263,input,input,,,2015,
3264,insect,insect,,,2015,
3265,insert,insert,,,2015,
3266,inside,inside,,*,2015,
3267,insight,insight,,,2015,
3268,insist,insist,,,2015,
3269,inspect,inspect,,,2015,
3270,inspire,inspire,,,2015,
3271,install,install,,,2015,
3272,instance,instance,,,2015,
3273,instant,instant,,,2015,
3274,instead,instead,,,2015,
3275,instinct,instinct,,,2015,
3276,institute,institute,,,2015,
3277,instruct,instruct,,,2015,
3278,instrument,instrument,,,2015,
3279,insult,insult,,,2015,
3280,insure,insure,,,2015,
3281,integrate,integrate,,**,2015,
3282,intellectual,intellectual,,,2015,
3283,intelligent,intelligent,,,2015,
3284,intend,intend,,,2015,
3285,intense,intense,,,2015,
3286,intent,intent,,,2015,
3287,interact,interact,,,2015,
3288,interest,interest,,,2015,
3289,interfere,interfere,,,2015,
3290,intermediate,intermediate,,,2015,
3291,internal,internal,,,2015,
3292,international,international,,,2015,
3293,interpret,interpret,,,2015,
3294,interrupt,interrupt,,,2015,
3295,interval,interval,,,2015,
3296,intervene,intervene,,**,2015,
3297,intimate,intimate,,,2015,
3298,into,into,,*,2015,
3299,intrigue,intrigue,,**,2015,
3300,introduce,introduce,,*,2015,
3301,invade,invade,,,2015,
3302,invent,invent,,,2015,
3303,invest,invest,,,2015,
3304,investigate,investigate,,,2015,
3305,invite,invite,,*,2015,
3306,involve,involve,,,2015,
3307,iron,iron,,,2015,
3308,irony,irony,,,2015,
3309,irritate,irritate,,,2015,
3310,island,island,,,2015,
3311,isolate,isolate,,,2015,
3312,it,it,,*,2015,
3313,item,item,,,2015,
3315,jail,jail,,,2015,
3316,jar,jar,,,2015,
3317,jaw,jaw,,,2015,
3318,jeans,jeans,,*,2015,
3319,jet,jet,,,2015,
3320,job,job,,*,2015,
3321,jog,jog,,,2015,
3322,join,join,,*,2015,
3323,joint,joint,,,2015,
3324,joke,joke,,,2015,
3325,journal,journal,,,2015,
3326,journey,journey,,,2015,
3327,joy,joy,,*,2015,
3328,judge,judge,,,2015,
3329,judicial,judicial,,**,2015,
3330,junior,junior,,,2015,
3331,jury,jury,,,2015,
3332,just,just,,*,2015,
3333,justice,justice,,,2015,
3334,justify,justify,,,2015,
3336,keen,keen,,**,2015,
3337,keep,keep,,*,2015,
3338,key,key,,*,2015,
3339,kick,kick,,*,2015,
3340,kid,kid,,*,2015,
3341,kill,kill,,*,2015,
1837,kind,kind,,,2015,"pos=adj, n"
3342,king,king,,*,2015,
3343,kit,kit,,,2015,
3344,kitchen,kitchen,,*,2015,
3345,knee,knee,,,2015,
3346,knife,knife,,*,2015,
3347,knight,knight,,,2015,
3348,knock,knock,,,2015,
3349,knot,knot,,**,2015,
3350,know,know,,*,2015,
3352,label,label,,,2015,
3353,lack,lack,,,2015,
3354,ladder,ladder,,,2015,
3355,lady,lady,,*,2015,
3356,lake,lake,,*,2015,
3357,lamb,lamb,,,2015,
3358,lamp,lamp,,,2015,
3359,land,land,,*,2015,
3360,landscape,landscape,,,2015,
3361,lane,lane,,,2015,
3362,language,language,,,2015,
3363,lap,lap,,,2015,
3364,large,large,,*,2015,
3365,last,last,,*,2015,
3366,late,late,,*,2015,
3367,latter,latter,,,2015,
3368,laugh,laugh,,,2015,
3369,launch,launch,,,2015,
3370,laundry,laundry,,,2015,
3371,law,law,,,2015,
3372,lawn,lawn,,,2015,
3373,lawyer,lawyer,,,2015,
3374,lay,lay,,,2015,
3375,layer,layer,,,2015,
3376,lazy,lazy,,*,2015,
3377,lead,lead,,,2015,
1824,leaf,leaf,leaves,,2015,
3378,leak,leak,,,2015,
3379,lean,lean,,,2015,
3380,leap,leap,,,2015,
3381,learn,learn,,*,2015,
3382,lease,lease,,**,2015,
3383,leather,leather,,,2015,
3384,leave,leave,,,2015,
3385,lecture,lecture,,,2015,
3386,left,left,,*,2015,
3387,leg,leg,,*,2015,
3388,legal,legal,,,2015,
3389,legend,legend,,,2015,
3390,legislate,legislate,,**,2015,
3391,legitimate,legitimate,,**,2015,
3392,leisure,leisure,,,2015,
3393,lend,lend,,,2015,
3394,lesson,lesson,,*,2015,
3395,let,let,,,2015,
3396,letter,letter,,*,2015,
3397,level,level,,,2015,
3398,liberal,liberal,,,2015,
3399,liberty,liberty,,,2015,
3400,library,library,,*,2015,
3401,lid,lid,,,2015,
3402,lie,lie,,*,2015,
3403,lift,lift,,,2015,
3404,light,light,,*,2015,
3405,like,like,,*,2015,
3406,likely,likely,,,2015,
3407,likewise,likewise,,,2015,
3408,limit,limit,,,2015,
3409,line,line,,*,2015,
3410,linguistic,linguistic,,,2015,
3411,link,link,,,2015,
3412,lion,lion,,*,2015,
3413,lip,lip,,*,2015,
3414,liquid,liquid,,,2015,
3415,list,list,,,2015,
3416,listen,listen,,*,2015,
3417,literal,literal,,**,2015,
3418,literature,literature,,,2015,
3419,little,little,,*,2015,
3420,live,live,,*,2015,
3421,livingroom,livingroom,,*,2015,
3422,load,load,,,2015,
3423,loan,loan,,,2015,
3424,local,local,,,2015,
3425,locate,locate,,,2015,
3426,lock,lock,,,2015,
3427,log,log,,,2015,
3428,logic,logic,,,2015,
3429,lone,lone,,**,2015,
3430,long,long,,*,2015,
3431,look,look,,*,2015,
3432,loose,loose,,,2015,
3433,lose,lose,,,2015,
3434,loss,loss,,,2015,
3435,lot,lot,,,2015,
3436,loud,loud,,,2015,
3437,lounge,lounge,,,2015,
3438,love,love,,*,2015,
3439,low,low,,*,2015,
3440,loyal,loyal,,,2015,
3441,luck,luck,,*,2015,
3442,lump,lump,,**,2015,
3443,lunch,lunch,,*,2015,
3444,luxury,luxury,,,2015,
3446,machine,machine,,,2015,
3447,mad,mad,,*,2015,
3448,magazine,magazine,,,2015,
3449,magnet,magnet,,,2015,
3450,magnificent,magnificent,,**,2015,
3451,mail,mail,,*,2015,
3452,main,main,,,2015,
3453,maintain,maintain,,,2015,
3454,major,major,,,2015,
3455,majority,majority,,,2015,
3456,make,make,,*,2015,
3457,male,male,,,2015,
3458,man,man,,*,2015,
3459,manage,manage,,,2015,
3460,manifest,manifest,,**,2015,
3461,manipulate,manipulate,,**,2015,
3462,manner,manner,,,2015,
3463,manufacture,manufacture,,,2015,
3464,many,many,,*,2015,
3465,map,map,,*,2015,
3466,margin,margin,,,2015,
3467,marine,marine,,,2015,
3468,mark,mark,,,2015,
3469,marry,marry,,*,2015,
3470,marvel,marvel,,,2015,
3471,mass,mass,,,2015,
3472,master,master,,,2015,
3473,match,match,,,2015,
3474,mate,mate,,,2015,
3475,material,material,,,2015,
3476,matter,matter,,,2015,
3477,mature,mature,,,2015,
3478,maximum,maximum,,,2015,
3479,may,may,,*,2015,
3480,maybe,maybe,,,2015,
3481,mayor,mayor,,,2015,
3482,meal,meal,,,2015,
3483,mean,mean,,,2015,
3484,meantime,meantime,,,2015,
3485,meanwhile,meanwhile,,**,2015,
3486,measure,measure,,,2015,
3487,meat,meat,,*,2015,
3488,mechanic,mechanic,,,2015,
3489,mechanism,mechanism,,,2015,
3490,mediate,mediate,,,2015,
3491,medical,medical,,,2015,
3492,medicine,medicine,,,2015,
3493,medieval,medieval,,**,2015,
3494,medium,medium,,,2015,
3495,meet,meet,,*,2015,
3496,melt,melt,,,2015,
3497,memory,memory,,*,2015,
3498,mental,mental,,,2015,
3499,mention,mention,,,2015,
3500,merchant,merchant,,,2015,
3501,mere,mere,,**,2015,
3502,merge,merge,,**,2015,
3503,merit,merit,,,2015,
3504,mess,mess,,,2015,
3505,metal,metal,,,2015,
3506,method,method,,,2015,
3507,metropolitan,metropolitan,,**,2015,
3508,microphone,microphone,,,2015,
3509,microwave,microwave,,,2015,
3510,middle,middle,,*,2015,
3511,might,might,,*,2015,
3512,migrate,migrate,,**,2015,
3513,mild,mild,,,2015,
3514,military,military,,,2015,
3515,milk,milk,,*,2015,
3516,mill,mill,,,2015,
3517,million,million,,,2015,
3518,mind,mind,,*,2015,
3519,miner,miner,,,2015,
3520,mineral,mineral,,,2015,
3521,minimal,minimal,,,2015,
3522,minimum,minimum,,,2015,
3523,ministry,ministry,,,2015,
3524,minor,minor,,,2015,
3525,minute,minute,,,2015,
3526,miracle,miracle,,,2015,
3527,mirror,mirror,,*,2015,
3528,miss,miss,,*,2015,
3529,missile,missile,,,2015,
3530,mission,mission,,,2015,
3531,mistake,mistake,,,2015,
3532,mix,mix,,,2015,
3533,mobile,mobile,,,2015,
3534,mock,mock,,**,2015,
3535,mode,mode,,,2015,
3536,moderate,moderate,,**,2015,
3537,modern,modern,,,2015,
3538,modest,modest,,**,2015,
3539,modify,modify,,**,2015,
3540,moisture,moisture,,,2015,
3541,molecule,molecule,,**,2015,
3542,moment,moment,,,2015,
3543,money,money,,*,2015,
3544,monitor,monitor,,,2015,
3545,monkey,monkey,,*,2015,
3546,monster,monster,,,2015,
3547,month,month,,*,2015,
3548,monument,monument,,**,2015,
3549,mood,mood,,,2015,
3550,moon,moon,,*,2015,
3551,moral,moral,,,2015,
3552,moreover,moreover,,,2015,
3553,morning,morning,,*,2015,
3554,mortal,mortal,,**,2015,
3555,mother,mother,,*,2015,
3556,motion,motion,,,2015,
3557,motive,motive,,,2015,
